id_cliente,cliente_ativo,genero,cliente_idoso,cliente_parceiro,cliente_dependentes,meses_contrato,linha_telefonica,multiplas_linhas,provedor_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_TV,streaming_filmes,tipo_contrato,fatura_digital,meio_pagamento,fatura_mensal,custo_total,contas_diarias
7520-HQWJU,Sim,Feminino,Não,Sim,Sim,66,Sim,Sim,DSL,Sim,Sim,Sim,Não,Não,Não,Mensal,Sim,Transferência bancária (automático),67.45,4508.65,2.25
7521-AFHAB,Sim,Feminino,Não,Sim,Sim,5,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,44.8,220.45,1.49
7521-YXVZY,Sim,Masculino,Não,Não,Sim,3,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,19.95,58.3,0.66
7524-VRLPL,Sim,Masculino,Sim,Não,Não,69,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Sim,Bienal,Não,Cartão de crédito (automático),74.1,5031.0,2.47
7526-BEZQB,Não,Masculino,Não,Não,Não,12,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,96.05,1148.1,3.2
7526-IVLYU,Sim,Masculino,Não,Não,Não,3,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque via correio,19.65,68.35,0.65
7527-QNRUS,Sim,Masculino,Não,Sim,Sim,17,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Cheque via correio,25.15,412.6,0.84
7529-ZDFXI,Sim,Masculino,Sim,Sim,Não,57,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,89.85,4925.35,2.99
7530-HDYDS,Não,Feminino,Não,Não,Não,38,Sim,Não,Fibra óptica,Não,Sim,Sim,Sim,Não,Não,Mensal,Sim,Cartão de crédito (automático),84.25,3264.5,2.81
7531-GQHME,Sim,Masculino,Não,Não,Não,12,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),20.05,265.45,0.67
7534-BFESC,Não,Masculino,Sim,Não,Não,24,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,76.1,1712.7,2.54
7537-CBQUZ,Sim,Masculino,Sim,Não,Não,63,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automático),109.4,7031.45,3.65
7537-RBWEA,Sim,Feminino,Não,Não,Não,1,Não,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque via correio,25.15,25.15,0.84
7538-GWHML,Não,Feminino,Não,Não,Não,2,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,69.65,145.15,2.32
7541-YLXCL,Não,Masculino,Não,Não,Não,36,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Sim,Anual,Sim,Cheque via correio,65.4,2498.4,2.18
7542-CYDDM,Sim,Masculino,Não,Não,Não,18,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,20.05,358.5,0.67
7544-ZVIKX,Sim,Masculino,Não,Sim,Sim,58,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,Transferência bancária (automático),105.05,6004.85,3.5
7547-EKNFS,Não,Masculino,Não,Sim,Não,42,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,Transferência bancária (automático),95.25,3959.35,3.18
7548-SEPYI,Não,Feminino,Não,Não,Não,5,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,96.25,512.45,3.21
7549-MYGPK,Não,Feminino,Não,Sim,Sim,63,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,100.55,6215.35,3.35
7550-WIQVA,Sim,Masculino,Não,Sim,Sim,50,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,108.25,5431.4,3.61
7551-DACSP,Não,Masculino,Não,Sim,Sim,6,Sim,Não,DSL,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Cheque via correio,55.3,324.25,1.84
7551-JOHTI,Não,Feminino,Não,Não,Não,1,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,19.5,19.5,0.65
7552-KEYGT,Sim,Masculino,Não,Sim,Não,27,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Transferência bancária (automático),19.55,520.55,0.65
7554-AKDQF,Sim,Feminino,Não,Sim,Não,6,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,45.65,323.45,1.52
7554-NEWDD,Sim,Masculino,Não,Não,Não,10,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Transferência bancária (automático),25.7,251.6,0.86
7558-IMLMT,Sim,Masculino,Não,Sim,Sim,67,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Cheque via correio,20.8,1411.9,0.69
7560-QJAVJ,Sim,Feminino,Não,Não,Não,70,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automático),79.6,5589.45,2.65
7560-QRBXH,Sim,Feminino,Não,Não,Sim,48,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque via correio,19.95,936.7,0.66
7562-GSUHK,Não,Feminino,Não,Não,Não,16,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,Cartão de crédito (automático),93.2,1573.7,3.11
7562-UXTPG,Sim,Feminino,Não,Não,Não,13,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque via correio,70.15,886.7,2.34
7563-BIUPC,Não,Masculino,Não,Não,Não,5,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,80.6,415.55,2.69
7564-GHCVB,Sim,Feminino,Não,Sim,Sim,72,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Não,Bienal,Não,Transferência bancária (automático),79.05,5730.7,2.64
7566-DSRLQ,Sim,Feminino,Não,Sim,Não,72,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,110.15,7998.8,3.67
7567-ECMCM,Sim,Masculino,Não,Não,Não,24,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cartão de crédito (automático),79.85,2001.0,2.66
7568-PODML,Não,Masculino,Não,Não,Não,1,Não,Não,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque via correio,45.3,45.3,1.51
7569-NMZYQ,Sim,Feminino,Não,Sim,Sim,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automático),118.75,8672.45,3.96
7570-WELNY,Sim,Feminino,Não,Sim,Não,68,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Não,Não,Bienal,Sim,Transferência bancária (automático),84.7,5711.05,2.82
7571-YXDAD,Não,Feminino,Não,Não,Não,2,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),74.9,147.15,2.5
7572-KPVKK,Sim,Masculino,Não,Não,Sim,62,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,104.05,6590.5,3.47
7576-ASEJU,Sim,Feminino,Não,Sim,Sim,41,Sim,Não,DSL,Sim,Não,Não,Sim,Sim,Sim,Anual,Sim,Cartão de crédito (automático),74.7,3187.65,2.49
7576-JMYWV,Sim,Feminino,Sim,Sim,Sim,46,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,110.2,4972.1,3.67
7576-OYWBN,Não,Masculino,Sim,Não,Não,3,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,76.05,231.8,2.53
7577-SWIFR,Sim,Masculino,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,89.25,89.25,2.98
7579-KKLOE,Sim,Masculino,Não,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque via correio,91.25,6589.6,3.04
7579-OOPEC,Não,Feminino,Sim,Sim,Não,2,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),50.15,115.1,1.67
7580-UGXNC,Não,Feminino,Sim,Não,Não,2,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Cheque via correio,54.85,104.2,1.83
7581-EBBOU,Sim,Feminino,Não,Não,Não,60,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Não,Anual,Sim,Cartão de crédito (automático),70.15,4224.7,2.34
7586-ZATGZ,Sim,Masculino,Não,Não,Não,40,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,84.9,3369.05,2.83
7587-AOVVU,Sim,Masculino,Não,Sim,Sim,27,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Sim,Não,Mensal,Não,Cheque eletrônico,100.75,2793.55,3.36
7587-RZNME,Não,Masculino,Não,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,43.3,123.65,1.44
7590-VHVEG,Sim,Feminino,Não,Sim,Não,1,Não,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,29.85,29.85,1.0
7593-JNWRU,Não,Masculino,Não,Sim,Sim,6,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automático),44.6,260.8,1.49
7593-XFKDI,Não,Masculino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,46.3,46.3,1.54
7594-LZNWR,Sim,Masculino,Sim,Não,Não,34,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),69.15,2275.1,2.31
7594-RQHXR,Não,Feminino,Não,Não,Sim,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,79.6,79.6,2.65
7595-EHCDL,Sim,Masculino,Não,Sim,Sim,32,Não,Não,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,Não,Cartão de crédito (automático),50.6,1653.45,1.69
7595-EUIVN,Não,Feminino,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,75.8,75.8,2.53
7596-IIWYC,Sim,Feminino,Não,Não,Não,27,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Transferência bancária (automático),20.25,538.2,0.68
7596-LDUXP,Sim,Feminino,Não,Não,Não,12,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Sim,Não,Anual,Sim,Cartão de crédito (automático),85.15,979.05,2.84
7596-ZYWBB,Sim,Feminino,Não,Não,Não,65,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Bienal,Sim,Cheque via correio,59.6,3739.8,1.99
7598-UAASY,Não,Masculino,Não,Sim,Não,2,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mensal,Não,Cheque eletrônico,76.4,151.8,2.55
7599-FKVXZ,Não,Masculino,Não,Sim,Não,42,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Transferência bancária (automático),106.15,4512.7,3.54
7599-NTMDP,Sim,Feminino,Não,Sim,Sim,62,Não,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Bienal,Não,Transferência bancária (automático),48.7,3008.55,1.62
7601-DHFWZ,Sim,Feminino,Não,Não,Não,48,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cartão de crédito (automático),24.0,1183.05,0.8
7601-GNDYK,Sim,Masculino,Não,Sim,Sim,35,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cheque via correio,19.6,686.95,0.65
7601-WFVZV,Sim,Masculino,Não,Não,Não,1,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,19.55,19.55,0.65
7602-DBTOU,Sim,Feminino,Não,Sim,Não,71,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cheque via correio,19.6,1416.5,0.65
7602-MVRMB,Sim,Feminino,Não,Sim,Sim,72,Sim,Sim,Fibra óptica,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automático),110.45,8058.85,3.68
7603-USHJS,Não,Masculino,Não,Não,Sim,12,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),73.75,871.4,2.46
7605-BDWDC,Sim,Feminino,Não,Não,Não,31,Não,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Bienal,Sim,Transferência bancária (automático),49.85,1520.1,1.66
7605-SNLQG,Sim,Feminino,Não,Sim,Não,45,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),50.25,2221.55,1.68
7606-BPHHN,Sim,Masculino,Não,Não,Não,72,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Cartão de crédito (automático),19.8,1468.75,0.66
7607-QKKTJ,Sim,Masculino,Não,Sim,Sim,45,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Não,Sim,Anual,Sim,Cartão de crédito (automático),95.0,4368.85,3.17
7608-RGIRO,Sim,Masculino,Não,Não,Sim,62,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Cheque via correio,24.4,1413.0,0.81
7609-NRNCA,Sim,Feminino,Não,Não,Não,17,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque via correio,19.55,280.85,0.65
7609-YBPXG,Sim,Masculino,Não,Não,Não,54,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automático),87.1,4735.2,2.9
7610-TVOPG,Sim,Masculino,Não,Não,Não,15,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,26.35,378.6,0.88
7611-YKYTC,Sim,Masculino,Não,Sim,Sim,22,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mensal,Não,Transferência bancária (automático),75.0,1573.95,2.5
7613-LLQFO,Não,Masculino,Não,Não,Não,12,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,84.45,1059.55,2.82
7614-QVWQL,Não,Masculino,Não,Sim,Sim,49,Não,Não,DSL,Não,Sim,Não,Não,Sim,Sim,Anual,Sim,Transferência bancária (automático),51.8,2541.25,1.73
7615-ESMYF,Não,Feminino,Não,Sim,Não,2,Não,Não,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,44.6,97.1,1.49
7617-EYGLW,Sim,Masculino,Não,Não,Não,1,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,19.45,19.45,0.65
7619-ODSGN,Não,Masculino,Não,Sim,Sim,24,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,54.75,1338.15,1.82
7619-PLRLP,Sim,Feminino,Não,Sim,Não,53,Sim,Sim,DSL,Sim,Sim,Sim,Não,Não,Sim,Anual,Não,Transferência bancária (automático),74.1,3833.95,2.47
7621-VPNET,Sim,Feminino,Não,Sim,Não,42,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Não,Não,Mensal,Sim,Cartão de crédito (automático),85.9,3729.75,2.86
7622-FWGEW,Sim,Masculino,Sim,Sim,Não,56,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automático),85.65,4824.45,2.86
7622-NXQZR,Sim,Masculino,Não,Não,Não,28,Não,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cartão de crédito (automático),30.1,810.85,1.0
7623-HKYRK,Sim,Masculino,Não,Não,Sim,6,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,19.7,111.65,0.66
7623-TRNQN,Não,Masculino,Não,Não,Sim,1,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque via correio,49.9,49.9,1.66
7625-XCQRH,Não,Feminino,Não,Não,Não,11,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,76.5,837.95,2.55
7627-JKIAZ,Não,Feminino,Não,Sim,Não,37,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),78.95,2839.65,2.63
7629-WFGLW,Sim,Feminino,Sim,Sim,Não,56,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Não,Não,Anual,Não,Cheque eletrônico,95.65,5471.75,3.19
7629-WIXZF,Sim,Feminino,Não,Não,Não,7,Sim,Não,DSL,Sim,Não,Não,Não,Não,Sim,Anual,Sim,Cheque eletrônico,59.1,369.25,1.97
7632-MNYOY,Não,Masculino,Sim,Não,Não,66,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Anual,Não,Cartão de crédito (automático),110.9,7432.05,3.7
7632-YUTXB,Sim,Feminino,Não,Sim,Sim,25,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque via correio,20.05,520.1,0.67
7633-MVPUY,Sim,Masculino,Não,Sim,Não,57,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Bienal,Sim,Cheque eletrônico,59.75,3450.15,1.99
7634-HLQJR,Sim,Feminino,Não,Sim,Sim,47,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cartão de crédito (automático),20.05,1016.7,0.67
7634-WSWDB,Sim,Feminino,Não,Não,Sim,8,Não,Não,DSL,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,38.5,330.8,1.28
7636-OWBPG,Sim,Masculino,Sim,Não,Não,12,Não,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),29.35,381.2,0.98
7636-PEPNS,Sim,Feminino,Não,Sim,Sim,58,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Anual,Sim,Cheque via correio,44.1,2413.05,1.47
7636-XUHWW,Sim,Masculino,Não,Não,Não,2,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),19.9,33.7,0.66
7638-QVMVY,Não,Feminino,Não,Não,Não,7,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,79.0,522.95,2.63
7639-LIAYI,Sim,Masculino,Não,Não,Não,52,Sim,Sim,DSL,Sim,Não,Não,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),79.75,4217.8,2.66
7639-OPLNG,Sim,Masculino,Não,Sim,Sim,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bienal,Sim,Transferência bancária (automático),79.25,5731.85,2.64
7639-SUPCW,Não,Feminino,Não,Não,Não,22,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),48.8,1054.6,1.63
7641-EUYET,Não,Masculino,Sim,Sim,Sim,46,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,100.7,4541.2,3.36
7641-TQFHN,Sim,Masculino,Não,Não,Sim,39,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Bienal,Não,Cheque via correio,100.55,3895.35,3.35
7643-RCHXS,Sim,Feminino,Não,Sim,Sim,63,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cheque eletrônico,19.35,1263.85,0.64
7644-OMVMY,Sim,Masculino,Não,Sim,Sim,0,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cheque via correio,19.85,0.0,0.66
7647-GYYKX,Sim,Feminino,Não,Sim,Sim,54,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Transferência bancária (automático),20.35,1092.35,0.68
7649-PHJVR,Sim,Masculino,Não,Não,Não,11,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque via correio,19.5,226.8,0.65
7649-SIJJF,Sim,Masculino,Não,Sim,Não,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Sim,Cheque via correio,80.1,5585.4,2.67
7654-YWJUF,Sim,Masculino,Não,Sim,Não,43,Sim,Não,Fibra óptica,Sim,Não,Sim,Sim,Não,Não,Anual,Sim,Transferência bancária (automático),84.25,3539.25,2.81
7657-DYEPJ,Não,Masculino,Sim,Não,Não,38,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Não,Anual,Sim,Cartão de crédito (automático),70.15,2497.35,2.34
7658-UYUQS,Sim,Masculino,Sim,Sim,Não,21,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mensal,Não,Transferência bancária (automático),86.55,1857.25,2.88
7660-HDPJV,Não,Feminino,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,69.2,69.2,2.31
7661-CPURM,Sim,Masculino,Não,Não,Não,19,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Não,Sim,Anual,Sim,Cartão de crédito (automático),87.7,1725.95,2.92
7663-CUXZB,Sim,Masculino,Não,Sim,Não,59,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cheque eletrônico,113.75,6561.25,3.79
7663-RGWBC,Não,Masculino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque via correio,44.15,44.15,1.47
7663-YJHSN,Sim,Feminino,Não,Sim,Não,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Não,Bienal,Sim,Transferência bancária (automático),103.95,7556.9,3.47
7663-ZTEGJ,Sim,Masculino,Não,Não,Sim,29,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Não,Sim,Anual,Não,Cartão de crédito (automático),100.55,2830.45,3.35
7665-NKLAV,Sim,Feminino,Não,Sim,Sim,36,Não,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Bienal,Não,Cartão de crédito (automático),40.65,1547.35,1.36
7665-TOALD,Não,Feminino,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,69.6,69.6,2.32
7665-VIGUD,Sim,Masculino,Não,Não,Não,10,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque via correio,20.35,176.3,0.68
7666-WKRON,Não,Feminino,Não,Não,Não,39,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Não,Não,Bienal,Sim,Cheque eletrônico,80.45,3201.55,2.68
7668-XCFYV,Sim,Feminino,Sim,Sim,Não,17,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,92.55,1614.7,3.08
7669-LCRSD,Sim,Masculino,Não,Sim,Sim,12,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque via correio,56.3,628.65,1.88
7670-ZBPOQ,Sim,Feminino,Não,Sim,Não,58,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Sim,Transferência bancária (automático),61.05,3478.75,2.03
7672-VFMXZ,Sim,Masculino,Não,Sim,Não,57,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Não,Cheque eletrônico,55.7,3171.6,1.86
7673-BQGKU,Sim,Feminino,Não,Sim,Sim,69,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Transferência bancária (automático),20.15,1337.5,0.67
7673-LPRNY,Sim,Feminino,Não,Não,Não,23,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,78.55,1843.05,2.62
7674-YTAFD,Sim,Feminino,Não,Não,Não,33,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Não,Não,Anual,Sim,Transferência bancária (automático),79.95,2684.85,2.66
7675-OZCZG,Não,Feminino,Sim,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,45.0,127.1,1.5
7677-SJJJK,Sim,Masculino,Não,Sim,Sim,8,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Não,Cartão de crédito (automático),19.9,153.95,0.66
7682-AZNDK,Sim,Masculino,Não,Sim,Sim,34,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,89.85,3091.75,2.99
7683-CBDKJ,Não,Masculino,Não,Sim,Sim,14,Sim,Não,DSL,Sim,Sim,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,65.45,937.6,2.18
7684-XSZIY,Sim,Masculino,Não,Sim,Sim,72,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Transferência bancária (automático),24.3,1643.25,0.81
7688-AWMDX,Sim,Masculino,Não,Sim,Não,71,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Bienal,Não,Transferência bancária (automático),54.5,3778.2,1.82
7690-KPNCU,Sim,Masculino,Não,Sim,Sim,64,Sim,Não,DSL,Sim,Não,Sim,Não,Sim,Sim,Anual,Sim,Cartão de crédito (automático),73.05,4688.65,2.44
7691-KGKGP,Sim,Masculino,Não,Sim,Sim,53,Sim,Não,DSL,Não,Sim,Não,Sim,Sim,Não,Mensal,Não,Cartão de crédito (automático),65.0,3363.8,2.17
7691-XVTZH,Sim,Feminino,Não,Sim,Não,68,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Bienal,Sim,Transferência bancária (automático),89.95,5974.3,3.0
7693-LCKZL,Não,Masculino,Não,Sim,Sim,5,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,80.15,385.0,2.67
7693-QPEFS,Sim,Masculino,Sim,Não,Não,52,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automático),72.95,3829.75,2.43
7694-VLBWQ,Não,Masculino,Não,Sim,Não,67,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,Não,Cheque eletrônico,104.1,7040.85,3.47
